,Location,Value,Title,Category,company,longitude,latitude
10,Microsoft Power BI,104,Data Analyst,What they are skilled at,ernstandyoung,,
11,Data Warehousing,93,Data Analyst,What they are skilled at,ernstandyoung,,
12,Communication,89,Data Analyst,What they are skilled at,ernstandyoung,,
13,Teamwork,87,Data Analyst,What they are skilled at,ernstandyoung,,
14,Data Analytics,81,Data Analyst,What they are skilled at,ernstandyoung,,
0,Information Technology,64,Data Analyst,What they studied,ernstandyoung,,
1,Finance,53,Data Analyst,What they studied,ernstandyoung,,
2,Computer Science,37,Data Analyst,What they studied,ernstandyoung,,
3,Computational Science,32,Data Analyst,What they studied,ernstandyoung,,
4,Business/Commerce,32,Data Analyst,What they studied,ernstandyoung,,
5,Data Science,29,Data Analyst,What they studied,ernstandyoung,,
6,Electrical and Electronics Engineering,24,Data Analyst,What they studied,ernstandyoung,,
7,Business Administration and Management,23,Data Analyst,What they studied,ernstandyoung,,
8,Economics,22,Data Analyst,What they studied,ernstandyoung,,
9,Accounting,22,Data Analyst,What they studied,ernstandyoung,,
10,Mathematics,20,Data Analyst,What they studied,ernstandyoung,,
11,Electrical and Electronics Engineering,19,Data Analyst,What they studied,ernstandyoung,,
12,Business Analytics,16,Data Analyst,What they studied,ernstandyoung,,
13,Computer Engineering,15,Data Analyst,What they studied,ernstandyoung,,
14,Marketing,15,Data Analyst,What they studied,ernstandyoung,,
0,Australia,668,Data Analyst,Where they live,Macquarie Group,,
1,"New South Wales, Australia",571,Data Analyst,Where they live,Macquarie Group,,
2,Greater Sydney Area,567,Data Analyst,Where they live,Macquarie Group,,
3,"Sydney, NSW",561,Data Analyst,Where they live,Macquarie Group,,
4,India,137,Data Analyst,Where they live,Macquarie Group,,
5,United States,122,Data Analyst,Where they live,Macquarie Group,,
6,Greater Delhi Area,114,Data Analyst,Where they live,Macquarie Group,,
7,United Kingdom,102,Data Analyst,Where they live,Macquarie Group,,
8,"England, United Kingdom",94,Data Analyst,Where they live,Macquarie Group,,
9,"London Area, United Kingdom",86,Data Analyst,Where they live,Macquarie Group,,
10,Philippines,71,Data Analyst,Where they live,Macquarie Group,,
11,Greater London,70,Data Analyst,Where they live,Macquarie Group,,
12,"Haryana, India",69,Data Analyst,Where they live,Macquarie Group,,
13,"Victoria, Australia",62,Data Analyst,Where they live,Macquarie Group,,
14,Greater Melbourne Area,60,Data Analyst,Where they live,Macquarie Group,,
0,UNSW,113,Data Analyst,Where they studied,Macquarie Group,151.227939,-33.917226
1,University of Sydney,79,Data Analyst,Where they studied,Macquarie Group,151.1868,-33.8884
2,University of Technology Sydney,54,Data Analyst,Where they studied,Macquarie Group,151.200549,-33.883964
3,Macquarie University,49,Data Analyst,Where they studied,Macquarie Group,151.112474,-33.7750065
4,Monash University,30,Data Analyst,Where they studied,Macquarie Group,145.133607,-37.91063
5,University of Melbourne,24,Data Analyst,Where they studied,Macquarie Group,144.9628925,-37.798269
6,Deakin University,15,Data Analyst,Where they studied,Macquarie Group,145.114309,-37.846971
7,The Australian National University,13,Data Analyst,Where they studied,Macquarie Group,149.121305,-35.276845
8,Western Sydney University,12,Data Analyst,Where they studied,Macquarie Group,151.189728,-33.889192
9,University of Wollongong,12,Data Analyst,Where they studied,Macquarie Group,150.8778,-34.4053
10,The University of Queensland,10,Data Analyst,Where they studied,Macquarie Group,153.013225,-27.497473
11,TAFE NSW,9,Data Analyst,Where they studied,Macquarie Group,151.199666,-33.882324
12,RMIT University,9,Data Analyst,Where they studied,Macquarie Group,144.9639,-37.8083
13,Chartered Accountants Australia and New Zealand,9,Data Analyst,Where they studied,Macquarie Group,149.140964,-35.288978
14,General Assembly,7,Data Analyst,Where they studied,Macquarie Group,0,0
0,SQL,353,Data Analyst,What they are skilled at,Macquarie Group,,
1,Data Analysis,292,Data Analyst,What they are skilled at,Macquarie Group,,
2,Microsoft Excel,263,Data Analyst,What they are skilled at,Macquarie Group,,
3,Business Analysis,257,Data Analyst,What they are skilled at,Macquarie Group,,
4,Project Management,207,Data Analyst,What they are skilled at,Macquarie Group,,
5,Python,197,Data Analyst,What they are skilled at,Macquarie Group,,
6,Microsoft Office,181,Data Analyst,What they are skilled at,Macquarie Group,,
7,Agile Methodologies,178,Data Analyst,What they are skilled at,Macquarie Group,,
8,Teamwork,157,Data Analyst,What they are skilled at,Macquarie Group,,
9,Communication,154,Data Analyst,What they are skilled at,Macquarie Group,,
10,Tableau,153,Data Analyst,What they are skilled at,Macquarie Group,,
11,Analytical Skills,152,Data Analyst,What they are skilled at,Macquarie Group,,
12,Requirements Analysis,152,Data Analyst,What they are skilled at,Macquarie Group,,
13,Business Intelligence (BI),152,Data Analyst,What they are skilled at,Macquarie Group,,
14,Stakeholder Management,138,Data Analyst,What they are skilled at,Macquarie Group,,
0,Finance,100,Data Analyst,What they studied,Macquarie Group,,
1,Information Technology,82,Data Analyst,What they studied,Macquarie Group,,
2,Computer Science,71,Data Analyst,What they studied,Macquarie Group,,
3,Computational Science,59,Data Analyst,What they studied,Macquarie Group,,
4,Economics,52,Data Analyst,What they studied,Macquarie Group,,
5,Mathematics,43,Data Analyst,What they studied,Macquarie Group,,
6,Business/Commerce,43,Data Analyst,What they studied,Macquarie Group,,
7,Accounting and Finance,39,Data Analyst,What they studied,Macquarie Group,,
8,Data Science,36,Data Analyst,What they studied,Macquarie Group,,
9,Electrical and Electronics Engineering,33,Data Analyst,What they studied,Macquarie Group,,
10,Accounting,32,Data Analyst,What they studied,Macquarie Group,,
11,Business Analytics,26,Data Analyst,What they studied,Macquarie Group,,
12,Statistics,23,Data Analyst,What they studied,Macquarie Group,,
13,Physics,22,Data Analyst,What they studied,Macquarie Group,,
14,Business Administration and Management,21,Data Analyst,What they studied,Macquarie Group,,
0,Australia,277,Data Analyst,Where they live,Quantium,,
1,"New South Wales, Australia",191,Data Analyst,Where they live,Quantium,,
2,Greater Sydney Area,184,Data Analyst,Where they live,Quantium,,
3,"Sydney, NSW",182,Data Analyst,Where they live,Quantium,,
4,"Melbourne, VIC",70,Data Analyst,Where they live,Quantium,,
5,"Victoria, Australia",70,Data Analyst,Where they live,Quantium,,
6,Greater Melbourne Area,70,Data Analyst,Where they live,Quantium,,
7,India,63,Data Analyst,Where they live,Quantium,,
8,"Telangana, India",33,Data Analyst,Where they live,Quantium,,
9,Hyderabad,33,Data Analyst,Where they live,Quantium,,
10,Greater Hyderabad Area,33,Data Analyst,Where they live,Quantium,,
11,United States,23,Data Analyst,Where they live,Quantium,,
12,United Kingdom,20,Data Analyst,Where they live,Quantium,,
13,"England, United Kingdom",17,Data Analyst,Where they live,Quantium,,
14,South Africa,16,Data Analyst,Where they live,Quantium,,
0,UNSW,92,Data Analyst,Where they studied,Quantium,151.227939,-33.917226
1,University of Melbourne,40,Data Analyst,Where they studied,Quantium,144.9628925,-37.798269
2,University of Sydney,39,Data Analyst,Where they studied,Quantium,151.1868,-33.8884
3,Monash University,25,Data Analyst,Where they studied,Quantium,145.133607,-37.91063
4,Macquarie University,25,Data Analyst,Where they studied,Quantium,151.112474,-33.7750065
5,The Australian National University,17,Data Analyst,Where they studied,Quantium,149.121305,-35.276845
6,The University of Queensland,7,Data Analyst,Where they studied,Quantium,153.013225,-27.497473
7,Melbourne Business School,6,Data Analyst,Where they studied,Quantium,144.961126,-37.801423
8,Actuaries Institute,6,Data Analyst,Where they studied,Quantium,-71.043184,42.352841
9,University of Technology Sydney,5,Data Analyst,Where they studied,Quantium,151.200549,-33.883964
10,RMIT University,5,Data Analyst,Where they studied,Quantium,144.9639,-37.8083
11,James Ruse Agricultural High School,4,Data Analyst,Where they studied,Quantium,151.041653,-33.7819295
12,UNSW,4,Data Analyst,Where they studied,Quantium,151.227939,-33.917226
13,The University of Auckland,4,Data Analyst,Where they studied,Quantium,174.769411,-36.852596
14,QUT (Queensland University of Technology),3,Data Analyst,Where they studied,Quantium,153.027,-27.4773
0,Microsoft Excel,143,Data Analyst,What they are skilled at,Quantium,,
1,Python,139,Data Analyst,What they are skilled at,Quantium,,
2,SQL,139,Data Analyst,What they are skilled at,Quantium,,
3,Data Analysis,129,Data Analyst,What they are skilled at,Quantium,,
4,R (Programming Language),125,Data Analyst,What they are skilled at,Quantium,,
5,Microsoft Office,87,Data Analyst,What they are skilled at,Quantium,,
6,Teamwork,86,Data Analyst,What they are skilled at,Quantium,,
7,Leadership,82,Data Analyst,What they are skilled at,Quantium,,
8,Communication,70,Data Analyst,What they are skilled at,Quantium,,
9,Microsoft PowerPoint,60,Data Analyst,What they are skilled at,Quantium,,
10,Microsoft Word,56,Data Analyst,What they are skilled at,Quantium,,
11,Customer Service,56,Data Analyst,What they are skilled at,Quantium,,
12,Research Skills,52,Data Analyst,What they are skilled at,Quantium,,
13,Analytical Skills,52,Data Analyst,What they are skilled at,Quantium,,
14,Machine Learning,50,Data Analyst,What they are skilled at,Quantium,,
0,Data Science,39,Data Analyst,What they studied,Quantium,,
1,Actuarial Science,36,Data Analyst,What they studied,Quantium,,
2,Finance,35,Data Analyst,What they studied,Quantium,,
3,Mathematics,29,Data Analyst,What they studied,Quantium,,
4,Economics,24,Data Analyst,What they studied,Quantium,,
5,Statistics,18,Data Analyst,What they studied,Quantium,,
6,Business Analytics,15,Data Analyst,What they studied,Quantium,,
7,Information Technology,14,Data Analyst,What they studied,Quantium,,
8,Computer Science,12,Data Analyst,What they studied,Quantium,,
9,Mathematics and Statistics,10,Data Analyst,What they studied,Quantium,,
10,Computational Science,10,Data Analyst,What they studied,Quantium,,
11,Physics,10,Data Analyst,What they studied,Quantium,,
12,Business/Commerce,10,Data Analyst,What they studied,Quantium,,
13,Electrical and Electronics Engineering,9,Data Analyst,What they studied,Quantium,,
14,Data Analytics,7,Data Analyst,What they studied,Quantium,,
0,Australia,2175,Software Engineer,Where they live,Atlassian,,
1,United States,2006,Software Engineer,Where they live,Atlassian,,
2,"New South Wales, Australia",1543,Software Engineer,Where they live,Atlassian,,
3,India,1535,Software Engineer,Where they live,Atlassian,,
4,Greater Sydney Area,1497,Software Engineer,Where they live,Atlassian,,
5,"Sydney, NSW",1465,Software Engineer,Where they live,Atlassian,,
6,"California, United States",863,Software Engineer,Where they live,Atlassian,,
7,"Karnataka, India",842,Software Engineer,Where they live,Atlassian,,
8,Greater Bengaluru Area,842,Software Engineer,Where they live,Atlassian,,
9,Bengaluru,805,Software Engineer,Where they live,Atlassian,,
10,San Francisco Bay Area,736,Software Engineer,Where they live,Atlassian,,
11,"Victoria, Australia",388,Software Engineer,Where they live,Atlassian,,
12,Greater Melbourne Area,369,Software Engineer,Where they live,Atlassian,,
13,"Melbourne, VIC",366,Software Engineer,Where they live,Atlassian,,
14,"Texas, United States",256,Software Engineer,Where they live,Atlassian,,
0,UNSW,358,Software Engineer,Where they studied,Atlassian,151.227939,-33.917226
1,University of Sydney,161,Software Engineer,Where they studied,Atlassian,151.1868,-33.8884
2,University of Melbourne,110,Software Engineer,Where they studied,Atlassian,144.9628925,-37.798269
3,Monash University,88,Software Engineer,Where they studied,Atlassian,145.133607,-37.91063
4,University of Technology Sydney,87,Software Engineer,Where they studied,Atlassian,151.200549,-33.883964
5,The University of Auckland,55,Software Engineer,Where they studied,Atlassian,174.769411,-36.852596
6,The University of Queensland,51,Software Engineer,Where they studied,Atlassian,153.013225,-27.497473
7,University of Adelaide,46,Software Engineer,Where they studied,Atlassian,138.604911,-34.9202175
8,The Australian National University,42,Software Engineer,Where they studied,Atlassian,149.121305,-35.276845
9,RMIT University,42,Software Engineer,Where they studied,Atlassian,144.9639,-37.8083
10,Macquarie University,31,Software Engineer,Where they studied,Atlassian,151.112474,-33.7750065
11,University of Wollongong,31,Software Engineer,Where they studied,Atlassian,150.8778,-34.4053
12,Swinburne University of Technology,30,Software Engineer,Where they studied,Atlassian,110.357014,1.532147
13,The University of Western Australia,29,Software Engineer,Where they studied,Atlassian,115.817898,-31.980069
14,Curtin University,28,Software Engineer,Where they studied,Atlassian,114.017186,4.51234
0,JavaScript,1312,Software Engineer,What they are skilled at,Atlassian,,
1,Java,1296,Software Engineer,What they are skilled at,Atlassian,,
2,Software Development,971,Software Engineer,What they are skilled at,Atlassian,,
3,SQL,936,Software Engineer,What they are skilled at,Atlassian,,
4,Python,888,Software Engineer,What they are skilled at,Atlassian,,
5,Cascading Style Sheets (CSS),755,Software Engineer,What they are skilled at,Atlassian,,
6,Agile Methodologies,754,Software Engineer,What they are skilled at,Atlassian,,
7,Git,752,Software Engineer,What they are skilled at,Atlassian,,
8,React.js,714,Software Engineer,What they are skilled at,Atlassian,,
9,Amazon Web Services (AWS),685,Software Engineer,What they are skilled at,Atlassian,,
10,HTML,650,Software Engineer,What they are skilled at,Atlassian,,
11,Node.js,571,Software Engineer,What they are skilled at,Atlassian,,
12,Linux,547,Software Engineer,What they are skilled at,Atlassian,,
13,MySQL,543,Software Engineer,What they are skilled at,Atlassian,,
14,C (Programming Language),502,Software Engineer,What they are skilled at,Atlassian,,
0,Computer Science,682,Software Engineer,What they studied,Atlassian,,
1,Computational Science,547,Software Engineer,What they studied,Atlassian,,
2,Computer Software Engineering,415,Software Engineer,What they studied,Atlassian,,
3,Information Technology,301,Software Engineer,What they studied,Atlassian,,
4,Computer Engineering,104,Software Engineer,What they studied,Atlassian,,
5,Computer and Information Sciences,94,Software Engineer,What they studied,Atlassian,,
6,Computer Engineering Technology,81,Software Engineer,What they studied,Atlassian,,
7,Mathematics,77,Software Engineer,What they studied,Atlassian,,
8,Computer Engineering Technology,72,Software Engineer,What they studied,Atlassian,,
9,Electrical and Electronics Engineering,64,Software Engineer,What they studied,Atlassian,,
10,Finance,43,Software Engineer,What they studied,Atlassian,,
